activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,10971951,[],CHEMBL2066268,Antiviral activity against influenza A virus A/Hanfang/359/95 (H3N2) assessed as inhibition of virus-induced cytopathic effect in cell-based assay,F,BAO_0000190,BAO_0000218,organism-based format,COc1ccc([C@@H](C)c2ccc(O)cc2)c2[nH]cc(CC#N)c12,,,CHEMBL2062405,J. Nat. Prod.,2012,,CHEMBL2063175,,CHEMBL2063175,5.43,False,http://www.openphacts.org/units/Nanomolar,1658942,=,1,True,=,,IC50,nM,,3700.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.7
,10971952,[],CHEMBL2066268,Antiviral activity against influenza A virus A/Hanfang/359/95 (H3N2) assessed as inhibition of virus-induced cytopathic effect in cell-based assay,F,BAO_0000190,BAO_0000218,organism-based format,COc1cccc2[nH]cc(CC#N)c12,,,CHEMBL2062405,J. Nat. Prod.,2012,,CHEMBL2063293,ARVELEXIN,CHEMBL2063293,5.43,False,http://www.openphacts.org/units/Nanomolar,1659076,=,1,True,=,,IC50,nM,,3700.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.7
,10971953,[],CHEMBL2066268,Antiviral activity against influenza A virus A/Hanfang/359/95 (H3N2) assessed as inhibition of virus-induced cytopathic effect in cell-based assay,F,BAO_0000190,BAO_0000218,organism-based format,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,,,CHEMBL2062405,J. Nat. Prod.,2012,,CHEMBL1229,OSELTAMIVIR,CHEMBL1229,5.91,False,http://www.openphacts.org/units/Nanomolar,1659077,=,1,True,=,,IC50,nM,,1230.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.23
,11023800,[],CHEMBL2090870,Antiviral activity against Influenza A virus (A/Thailand/Kan353/2004(H5N1)) assessed as inhibition of viral infection,F,BAO_0000190,BAO_0000218,organism-based format,O=C(NCCN1CCCCC1)c1cc(F)cc(C(F)(F)F)c1,,,CHEMBL2086353,Eur. J. Med. Chem.,2012,,CHEMBL2088468,,CHEMBL2088468,4.57,False,http://www.openphacts.org/units/Nanomolar,1675598,=,1,True,=,,IC50,nM,,27030.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,27.03
,12094202,[],CHEMBL2166895,Antiviral activity against Influenza A virus assessed as inhibition of cap dependent viral transcription,F,BAO_0000190,BAO_0000218,organism-based format,O=C(O)/C(O)=C/C(=O)C1(Cc2ccc(Cl)cc2)CCN(Cc2ccccc2)CC1,,,CHEMBL2163212,J. Med. Chem.,2012,,CHEMBL463590,,CHEMBL463590,6.00,False,http://www.openphacts.org/units/Nanomolar,1738653,=,1,True,=,,IC50,nM,,1000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.0
,12094203,[],CHEMBL2166895,Antiviral activity against Influenza A virus assessed as inhibition of cap dependent viral transcription,F,BAO_0000190,BAO_0000218,organism-based format,O=C(O)/C(O)=C/C(=O)C1(Cc2ccc(Cl)cc2)CCCN(Cc2ccccc2)C1,,,CHEMBL2163212,J. Med. Chem.,2012,,CHEMBL2040587,,CHEMBL2040587,6.00,False,http://www.openphacts.org/units/Nanomolar,1738654,=,1,True,=,,IC50,nM,,1000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.0
,12094204,[],CHEMBL2166896,Antiviral activity against Influenza A virus containing Matrix protein 2 V27A mutant by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,CN1CCC2(C1)C1CC3CC(C1)CC2C3.O=C(O)/C=C\C(=O)O,,,CHEMBL2163212,J. Med. Chem.,2012,,CHEMBL2165491,SPIROAMANTADINE,CHEMBL2219886,6.00,False,http://www.openphacts.org/units/Nanomolar,1738655,=,1,True,=,,IC50,nM,,1000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.0
Not Active,13278890,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(=O)C(O)=C3C(C)C)/C(=C/N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(=O)C(O)=C2C(C)C,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL2375867,,CHEMBL2375867,,False,,1890124,,1,False,,,IC50,,,,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,,,,
Not Active,13278891,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(=O)C(O)=C3C(C)C)/C(=C/N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(=O)C(O)=C2C(C)C,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL2375867,,CHEMBL2375867,,False,,1890123,,1,False,,,IC50,,,,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,,,,
,13278972,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1c(OC(C)=O)c(C=O)c2c(OC(C)=O)c(-c3c(C)cc4c(C(C)C)c(OC(C)=O)c(OC(C)=O)c(C=O)c4c3OC(C)=O)c(C)cc2c1C(C)C,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL447686,GOSSYPOL ACETIC ACID,CHEMBL447686,5.41,False,http://www.openphacts.org/units/Nanomolar,1890128,=,1,True,=,,IC50,nM,,3920.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.92
,13278973,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,NC12CC3CC(CC(C3)C1)C2,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL660,AMANTADINE,CHEMBL660,5.42,False,http://www.openphacts.org/units/Nanomolar,1890140,=,1,True,=,,IC50,nM,,3840.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.84
,13278975,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(C(C)C)c(O)c(O)c(C(=O)O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C(=O)O)c2c1O,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL81444,,CHEMBL81444,5.42,False,http://www.openphacts.org/units/Nanomolar,1890143,=,1,True,=,,IC50,nM,,3830.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.83
,13278976,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL51483,GOSSYPOL,CHEMBL51483,5.42,False,http://www.openphacts.org/units/Nanomolar,1890141,=,1,True,=,,IC50,nM,,3820.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.82
,13278978,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1c(OC(C)=O)c(C(=O)O)c2c(OC(C)=O)c(-c3c(C)cc4c(C(C)C)c(OC(C)=O)c(OC(C)=O)c(C(=O)O)c4c3OC(C)=O)c(C)cc2c1C(C)C,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL2375364,,CHEMBL2375364,5.46,False,http://www.openphacts.org/units/Nanomolar,1890130,=,1,True,=,,IC50,nM,,3460.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.46
,13278979,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@H](Cc1c[nH]c2ccccc12)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](Cc3c[nH]c5ccccc35)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL575507,,CHEMBL575507,5.47,False,http://www.openphacts.org/units/Nanomolar,1890121,=,1,True,=,,IC50,nM,,3370.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,3.37
,13278982,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@H](C(=O)[O-])C(C)C)C(=O)C(O)=C3C(C)C)/C(=C/N[C@H](C(=O)[O-])C(C)C)C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949749,,CHEMBL1963076,5.58,False,http://www.openphacts.org/units/Nanomolar,1890134,=,1,True,=,,IC50,nM,,2630.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,2.63
,13278984,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1c(OC(C)=O)c(C(=O)O)c2c(OC(C)=O)c(-c3c(C)cc4c(C(C)C)c(OC(C)=O)c(OC(C)=O)c(C(=O)O)c4c3OC(C)=O)c(C)cc2c1C(C)C,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL2375364,,CHEMBL2375364,5.64,False,http://www.openphacts.org/units/Nanomolar,1890131,=,1,True,=,,IC50,nM,,2280.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,2.28
,13278985,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1c(OC(C)=O)c(C=O)c2c(OC(C)=O)c(-c3c(C)cc4c(C(C)C)c(OC(C)=O)c(OC(C)=O)c(C=O)c4c3OC(C)=O)c(C)cc2c1C(C)C,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL447686,GOSSYPOL ACETIC ACID,CHEMBL447686,5.67,False,http://www.openphacts.org/units/Nanomolar,1890129,=,1,True,=,,IC50,nM,,2150.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,2.15
,13278987,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(C(C)C)c(O)c(O)c(C(=O)O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C(=O)O)c2c1O,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL81444,,CHEMBL81444,5.71,False,http://www.openphacts.org/units/Nanomolar,1890127,=,1,True,=,,IC50,nM,,1950.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.95
,13278988,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@H](C)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](C)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1952318,,CHEMBL1952318,5.72,False,http://www.openphacts.org/units/Nanomolar,1890119,=,1,True,=,,IC50,nM,,1920.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.92
,13278990,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL51483,GOSSYPOL,CHEMBL51483,5.73,False,http://www.openphacts.org/units/Nanomolar,1890142,=,1,True,=,,IC50,nM,,1870.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.87
,13278992,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@H](Cc1c[nH]c2ccccc12)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](Cc3c[nH]c5ccccc35)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL575507,,CHEMBL575507,5.80,False,http://www.openphacts.org/units/Nanomolar,1890122,=,1,True,=,,IC50,nM,,1600.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.6
,13278993,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NC(C)(C)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NC(C)(C)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949748,,CHEMBL1963095,5.80,False,http://www.openphacts.org/units/Nanomolar,1889980,=,1,True,=,,IC50,nM,,1580.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.58
,13278994,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@H](C(=O)[O-])C(C)C)C(=O)C(O)=C3C(C)C)/C(=C/N[C@H](C(=O)[O-])C(C)C)C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949749,,CHEMBL1963076,5.90,False,http://www.openphacts.org/units/Nanomolar,1890135,=,1,True,=,,IC50,nM,,1270.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.27
,13278995,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](C)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](C)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949747,,CHEMBL1962391,5.97,False,http://www.openphacts.org/units/Nanomolar,1890132,=,1,True,=,,IC50,nM,,1070.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.07
,13278996,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@H](C)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](C)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1952318,,CHEMBL1952318,6.02,False,http://www.openphacts.org/units/Nanomolar,1890120,=,1,True,=,,IC50,nM,,950.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,0.95
,13278997,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NC(C)(C)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/NC(C)(C)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949748,,CHEMBL1963095,6.05,False,http://www.openphacts.org/units/Nanomolar,1890118,=,1,True,=,,IC50,nM,,890.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,0.89
,13278998,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,CC[C@H](C)[C@H](N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@H](C(=O)[O-])[C@@H](C)CC)C(=O)C(O)=C4C(C)C)c(O)c21)C(=O)[O-].[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949750,,CHEMBL1963023,6.14,False,http://www.openphacts.org/units/Nanomolar,1890138,=,1,True,=,,IC50,nM,,720.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,0.72
,13279000,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](Cc1c[nH]c4ccccc14)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](Cc1c[nH]c3ccccc13)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949746,,CHEMBL1963094,6.28,False,http://www.openphacts.org/units/Nanomolar,1890136,=,1,True,=,,IC50,nM,,530.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,0.53
,13279001,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](C)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](C)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949747,,CHEMBL1962391,6.33,False,http://www.openphacts.org/units/Nanomolar,1890133,=,1,True,=,,IC50,nM,,470.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,0.47
,13279003,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,CC[C@H](C)[C@H](N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@H](C(=O)[O-])[C@@H](C)CC)C(=O)C(O)=C4C(C)C)c(O)c21)C(=O)[O-].[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949750,,CHEMBL1963023,6.50,False,http://www.openphacts.org/units/Nanomolar,1890139,=,1,True,=,,IC50,nM,,320.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,0.32
,13279004,[],CHEMBL2378933,Antiviral activity against Influenza A virus (A/Vietnam/1194/2004(H5N1)) infected in MDCK cells by plaque reduction assay,F,BAO_0000190,BAO_0000218,organism-based format,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@@H](Cc1c[nH]c4ccccc14)C(=O)[O-])C(=O)C(O)=C3C(C)C)/C(=C/N[C@@H](Cc1c[nH]c3ccccc13)C(=O)[O-])C(=O)C(O)=C2C(C)C.[Na+].[Na+],,,CHEMBL2375337,Bioorg. Med. Chem. Lett.,2013,,CHEMBL1949746,,CHEMBL1963094,6.60,False,http://www.openphacts.org/units/Nanomolar,1890137,=,1,True,=,,IC50,nM,,250.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,0.25
,13316474,[],CHEMBL2388273,Antiviral activity against Influenza A virus H1N1 infected in dog MDCK cells after 48 hrs by CPE inhibition assay,F,BAO_0000190,BAO_0000218,organism-based format,O=C1N[C@H]2c3[nH]c4ccccc4c3C[C@@H]1n1c2nc2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2385024,J. Nat. Prod.,2013,,CHEMBL2386527,,CHEMBL2386527,,False,http://www.openphacts.org/units/Nanomolar,1896943,>,1,True,>,,IC50,nM,,200000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,200.0
,13316475,[],CHEMBL2388273,Antiviral activity against Influenza A virus H1N1 infected in dog MDCK cells after 48 hrs by CPE inhibition assay,F,BAO_0000190,BAO_0000218,organism-based format,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,,CHEMBL2385024,J. Nat. Prod.,2013,,CHEMBL1643,RIBAVIRIN,CHEMBL1643,4.06,False,http://www.openphacts.org/units/Nanomolar,1896957,=,1,True,=,,IC50,nM,,87000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,87.0
,13316476,[],CHEMBL2388273,Antiviral activity against Influenza A virus H1N1 infected in dog MDCK cells after 48 hrs by CPE inhibition assay,F,BAO_0000190,BAO_0000218,organism-based format,O=C1NCc2nc3ccccc3c(=O)n2[C@@H]1Cc1c[nH]c2ccccc12,,,CHEMBL2385024,J. Nat. Prod.,2013,,CHEMBL2386539,,CHEMBL2386539,4.00,False,http://www.openphacts.org/units/Nanomolar,1896956,=,1,True,=,,IC50,nM,,100000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,100.0
,13316477,[],CHEMBL2388273,Antiviral activity against Influenza A virus H1N1 infected in dog MDCK cells after 48 hrs by CPE inhibition assay,F,BAO_0000190,BAO_0000218,organism-based format,O=C1N[C@@H]2c3nc4ccccc4c(=O)n3[C@H]1CC21c2ccccc2N2C(=O)[C@@H]3CCCN3[C@H]21,,,CHEMBL2385024,J. Nat. Prod.,2013,,CHEMBL2386538,,CHEMBL2386538,4.09,False,http://www.openphacts.org/units/Nanomolar,1896955,=,1,True,=,,IC50,nM,,82000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,82.0
,13316478,[],CHEMBL2388273,Antiviral activity against Influenza A virus H1N1 infected in dog MDCK cells after 48 hrs by CPE inhibition assay,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)O[C@@H](c1nc2ccccc2c(=O)n1[C@@H]1C[C@]2(OC1=O)c1ccccc1N1C(=O)C(C)(C)N(O)[C@H]12)C(C)C,,,CHEMBL2385024,J. Nat. Prod.,2013,,CHEMBL2386537,,CHEMBL2386537,4.00,False,http://www.openphacts.org/units/Nanomolar,1896954,=,1,True,=,,IC50,nM,,100000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,100.0
,13316479,[],CHEMBL2388273,Antiviral activity against Influenza A virus H1N1 infected in dog MDCK cells after 48 hrs by CPE inhibition assay,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)O[C@H](c1nc2ccccc2c(=O)n1[C@@H]1C[C@]2(OC1=O)c1ccccc1N1C(=O)C(C)(C)N(O)[C@H]12)C(C)C,,,CHEMBL2385024,J. Nat. Prod.,2013,,CHEMBL2386536,TRYPTOQUIVALINE,CHEMBL2386536,4.05,False,http://www.openphacts.org/units/Nanomolar,1896953,=,1,True,=,,IC50,nM,,89000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,89.0
,13316480,[],CHEMBL2388273,Antiviral activity against Influenza A virus H1N1 infected in dog MDCK cells after 48 hrs by CPE inhibition assay,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)O[C@H](c1nc2ccccc2c(=O)n1[C@@H]1C[C@]2(OC1=O)c1ccccc1N1C(=O)C(C)(C)N[C@H]12)C(C)C,,,CHEMBL2385024,J. Nat. Prod.,2013,,CHEMBL2386535,DEOXYTRYPTOQUIVALINE,CHEMBL2386535,4.07,False,http://www.openphacts.org/units/Nanomolar,1896952,=,1,True,=,,IC50,nM,,85000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,85.0
